Site,Transect,Interval,Quadrat,Wetness,Ci,Mp,Op,Da
WRCA,1,840,3493,100,90,0,0,0
WRCA,1,850,3494,100,30,0,0,5
WRCA,1,860,3495,100,80,0,0,0
WRCA,1,870,3496,100,10,0,0,0
WRCA,1,880,3497,100,0,0,0,0
WRCA,1,890,3498,100,0,0,0,0
WRCA,1,900,3499,100,0,0,0,0
WRCA,1,910,3500,100,0,0,0,0
WRCA,1,920,3501,100,0,0,0,0
WRCA,1,930,3502,100,0,0,0,0
WRCA,1,940,3503,100,0,0,0,0
WRCA,1,950,3504,100,0,0,0,0
WRCA,1,960,3505,100,0,0,0,0
WRCA,1,970,3506,100,0,0,0,0
WRCA,1,980,3507,100,0,0,0,0
WRCA,1,990,3508,100,0,0,0,0
WRCA,1,1000,3509,100,20,0,0,0
WRCA,1,1010,3510,100,30,0,0,0
WRCA,1,1020,3511,100,30,0,0,0
WRCA,1,1030,3512,100,0,0,0,0
WRCA,1,1040,3513,100,0,0,0,2.5
WRCA,1,1050,3514,100,2.5,0,0,5
WRCA,1,1060,3515,100,5,0,0,5
WRCA,1,1070,3516,100,0,0,0,5
WRCA,1,1080,3517,100,2.5,0,2.5,10
WRCA,1,1090,3518,100,10,0,5,20
WRCA,1,1100,3519,100,5,0,0,5
WRCA,1,1110,3520,100,5,0,5,10
WRCA,1,1120,3521,100,2.5,0,10,20
WRCA,1,1130,3522,66.66666667,0,0,10,10
WRCA,1,1140,3523,66.66666667,0,0,15,10
WRCA,1,1150,3524,66.66666667,2.5,0,20,10
WRCA,1,1160,3525,66.66666667,5,0,60,5
WRCA,1,1170,3526,66.66666667,2.5,0,30,5
WRCA,1,1180,3527,66.66666667,0,0,20,2.5
WRCA,1,1190,3528,66.66666667,0,0,20,0
WRCA,1,1200,3529,66.66666667,0,0,40,2.5
WRCA,1,1210,3530,66.66666667,0,0,70,0
WRCA,1,1220,3531,66.66666667,2.5,0,70,0
WRCA,1,1230,3532,66.66666667,0,0,90,0
WRCA,1,1240,3533,66.66666667,0,0,90,0
WRCA,1,1250,3534,66.66666667,0,0,20,0
WRCA,1,1260,3535,66.66666667,0,0,10,0
WRCA,1,1270,3536,66.66666667,0,0,0,0
WRCA,2,10,3537,100,2.5,0,60,5
WRCA,2,20,3538,100,15,0,0,0
WRCA,2,30,3539,100,0,0,0,0
WRCA,2,40,3540,100,0,5,0,0
WRCA,2,50,3541,100,0,5,0,0
WRCA,2,60,3542,100,0,2.5,0,0
WRCA,2,70,3543,100,0,0,0,0
WRCA,2,80,3544,100,0,0,0,0
WRCA,2,90,3545,100,0,0,0,0
WRCA,2,100,3546,100,0,0,0,0
WRCA,2,110,3547,100,0,0,0,0
WRCA,2,120,3548,100,0,0,0,0
WRCA,2,130,3549,100,0,0,0,0
WRCA,2,140,3550,100,0,0,0,0
WRCA,2,150,3551,100,0,0,0,0
WRCA,2,160,3552,100,0,0,0,0
WRCA,2,170,3553,100,0,0,0,0
WRCA,2,180,3554,100,0,0,0,0
WRCA,2,190,3555,100,0,0,0,0
WRCA,2,200,3556,100,0,0,0,0
WRCA,2,210,3557,100,0,0,0,0
WRCA,2,220,3558,100,0,0,0,0
WRCA,2,230,3559,100,0,0,0,0
WRCA,2,240,3560,100,0,0,0,0
WRCA,2,250,3561,100,0,0,0,0
WRCA,2,260,3562,100,0,0,0,0
WRCA,2,270,3563,100,0,0,0,0
WRCA,2,280,3564,100,0,0,0,0
WRCA,2,290,3565,100,0,0,0,0
WRCA,2,300,3566,100,0,0,0,0
WRCA,2,310,3567,100,0,0,0,0
WRCA,2,320,3568,100,0,0,0,0
WRCA,2,330,3569,100,0,0,0,0
WRCA,2,340,3570,100,0,30,0,0
WRCA,2,350,3571,100,0,30,0,0
WRCA,2,360,3572,100,0,10,0,0
WRCA,2,370,3573,100,0,0,0,0
WRCA,2,380,3574,83.33333333,0,0,0,0
WRCA,2,390,3575,83.33333333,0,0,0,0
WRCA,2,400,3576,66.66666667,0,0,0,0
WRCA,2,410,3577,66.66666667,0,0,0,0
WRCA,2,420,3578,66.66666667,0,2.5,0,0
WRCA,2,430,3579,66.66666667,0,5,0,0
WRCA,2,440,3580,66.66666667,0,2.5,0,0
WRCA,2,450,3581,66.66666667,2.5,2.5,2.5,0
WRCA,2,460,3582,66.66666667,5,10,20,0
WRCA,2,470,3583,66.66666667,2.5,50,0,0
WRCA,2,480,3584,50,0,50,0,0
WRCA,2,490,3585,50,0,30,0,0
WRCA,2,500,3586,50,0,5,10,0
WRCA,2,510,3587,50,0,2.5,30,0
WRCA,2,520,3588,50,0,0,40,0
WRCA,2,530,3589,50,0,2.5,5,0
WRCA,3,10,3590,33.33333333,20,0,0,0
WRCA,3,20,3591,33.33333333,0,0,0,0
WRCA,3,30,3592,33.33333333,5,0,10,0
WRCA,3,40,3593,33.33333333,5,0,5,0
WRCA,3,50,3594,33.33333333,0,0,0,0
WRCA,3,60,3595,33.33333333,20,0,0,0
WRCA,3,70,3596,33.33333333,0,0,0,0
WRCA,3,80,3597,33.33333333,0,0,0,0
WRCA,3,90,3598,33.33333333,0,0,0,0
WRCA,3,100,3599,33.33333333,0,0,0,0
WRCA,3,110,3600,33.33333333,20,5,0,0
WRCA,3,120,3601,33.33333333,40,15,0,0
WRCA,3,130,3602,33.33333333,0,20,0,0
WRCA,3,140,3603,33.33333333,30,20,0,0
WRCA,3,150,3604,33.33333333,60,10,2.5,0
WRCA,3,160,3605,33.33333333,0,20,5,0
WRCA,3,170,3606,33.33333333,0,50,5,0
WRCA,3,180,3607,33.33333333,0,60,2.5,0
WRCA,3,190,3608,33.33333333,5,10,2.5,0
WRCA,3,200,3609,33.33333333,10,10,20,0
WRCA,3,210,3610,33.33333333,30,0,30,2.5
WRCA,3,220,3611,33.33333333,10,0,10,20
WRCA,3,230,3612,33.33333333,5,0,20,20
WRCA,3,240,3613,50,0,0,20,2.5
WRCA,3,250,3614,66.66666667,10,0,0,5
WRCA,3,260,3615,66.66666667,10,0,2.5,0
WRCA,3,270,3616,66.66666667,10,0,0,5
WRCA,3,280,3617,83.33333333,2.5,0,2.5,0
WRCA,3,290,3618,83.33333333,2.5,0,2.5,2.5
WRCA,3,300,3619,83.33333333,2.5,0,2.5,0
WRCA,3,310,3620,83.33333333,2.5,0,0,2.5
WRCA,3,320,3621,83.33333333,2.5,0,2.5,0
WRCA,3,330,3622,83.33333333,10,0,2.5,0
WRCA,3,340,3623,83.33333333,50,0,5,0
WRCA,3,350,3624,100,20,0,20,0
WRCA,3,360,3625,100,2.5,0,0,0
WRCA,3,370,3626,100,5,0,0,0
WRCA,3,380,3627,100,10,0,0,0
WRCA,3,390,3628,100,50,0,0,0
WRCA,3,400,3629,100,20,0,0,0
WRCA,3,410,3630,100,5,0,0,0
WRCA,3,420,3631,100,5,0,50,2.5
WRCA,3,430,3632,83.33333333,2.5,0,90,30
WRCA,3,440,3633,83.33333333,0,0,30,80
WRCA,3,450,3634,83.33333333,20,0,60,20
WRCA,3,460,3635,83.33333333,30,0,10,0
WRCA,3,470,3636,100,2.5,0,0,0
WRCA,3,480,3637,100,2.5,0,0,0
WRCA,3,490,3638,100,2.5,0,0,0
WRCA,3,500,3639,100,10,0,0,0
WRCA,3,510,3640,100,60,0,0,0
WRCA,3,520,3641,100,40,0,0,0
WRCA,3,530,3642,100,10,0,0,0
WRCA,3,540,3643,100,10,0,5,2.5
WRCA,3,550,3644,100,10,0,0,0
WRCA,3,560,3645,100,20,0,10,10
WRCA,3,570,3646,100,20,0,5,5
WRCA,3,580,3647,100,20,0,10,2.5
WRCA,3,590,3648,100,2.5,0,2.5,2.5
WRCA,3,600,3649,100,60,0,0,10
WRCA,3,610,3650,100,40,0,2.5,5
WRCA,3,620,3651,100,2.5,0,0,0
WRCA,3,630,3652,100,0,0,0,0
WRCA,3,640,3653,100,0,0,0,0
WRCA,3,650,3654,100,0,0,0,0
WRCA,3,660,3655,100,0,0,0,0
WRCA,3,670,3656,100,0,0,0,0
WRCA,3,680,3657,100,0,0,0,0
WRCA,3,690,3658,100,30,0,0,0
WRCA,3,700,3659,100,20,0,0,0
WRCA,3,710,3660,100,5,0,0,0
WRCA,3,720,3661,100,10,0,0,0
WRCA,3,730,3662,100,20,0,0,0
WRCA,3,740,3663,100,0,0,0,0
WRCA,3,750,3664,100,10,0,0,0
WRCA,3,760,3665,66.66666667,0,0,90,10
WRCA,3,770,3666,50,0,0,90,10
WRCA,3,780,3667,50,5,0,70,5
WRCA,3,790,3668,50,0,0,70,2.5
WRCA,3,800,3669,50,10,0,20,0
WRCSP,1,10,3670,83.33333333,5,0,80,5
WRCSP,1,20,3671,83.33333333,10,0,20,0
WRCSP,1,30,3672,100,5,0,50,5
WRCSP,1,40,3673,100,5,0,10,0
WRCSP,1,50,3674,100,0,0,0,0
WRCSP,1,60,3675,100,0,0,0,0
WRCSP,1,70,3676,100,0,0,0,0
WRCSP,1,80,3677,100,5,0,0,0
WRCSP,1,90,3678,100,5,0,0,0
WRCSP,1,100,3679,100,0,0,0,0
WRCSP,1,110,3680,100,20,0,0,0
WRCSP,1,120,3681,100,5,0,0,0
WRCSP,1,130,3682,100,5,0,60,5
WRCSP,1,140,3683,100,10,0,60,5
WRCSP,1,150,3684,100,0,0,0,0
WRCSP,1,160,3685,100,0,0,0,0
WRCSP,1,170,3686,100,0,0,0,0
WRCSP,1,180,3687,100,5,0,0,0
WRCSP,1,190,3688,100,5,0,30,10
WRCSP,1,200,3689,100,20,0,80,30
WRCSP,1,210,3690,100,0,0,40,20
WRCSP,1,220,3691,100,10,0,10,0
WRCSP,1,230,3692,100,5,0,10,0
WRCSP,1,240,3693,100,5,0,20,2.5
WRCSP,1,250,3694,83.33333333,20,0,10,0
WRCSP,1,260,3695,83.33333333,10,0,20,0
WRCSP,1,270,3696,66.66666667,20,0,40,0
WRCSP,1,280,3697,66.66666667,30,0,0,0
WRCSP,1,290,3698,66.66666667,10,0,0,0
WRCSP,1,300,3699,66.66666667,10,0,0,0
WRCSP,1,310,3700,100,10,0,0,5
WRCSP,1,320,3701,100,40,0,0,10
WRCSP,1,330,3702,100,10,0,0,0
WRCSP,1,340,3703,100,20,0,0,0
WRCSP,1,350,3704,100,5,0,0,0
WRCSP,1,360,3705,100,10,0,0,0
WRCSP,1,370,3706,83.33333333,20,0,5,5
WRCSP,1,380,3707,83.33333333,5,0,5,0
WRCSP,1,390,3708,83.33333333,5,0,10,20
WRCSP,1,400,3709,83.33333333,5,0,5,5
WRCSP,1,410,3710,100,10,0,0,0
WRCSP,1,420,3711,100,10,0,0,10
WRCSP,1,430,3712,100,30,0,30,20
WRCSP,1,440,3713,100,20,0,30,20
WRCSP,1,450,3714,100,10,0,5,15
WRCSP,1,460,3715,100,15,0,5,20
WRCSP,1,470,3716,100,0,0,0,0
WRCSP,1,480,3717,100,30,0,0,0
WRCSP,1,490,3718,100,40,0,0,0
WRCSP,1,500,3719,100,20,0,0,0
WRCSP,1,510,3720,100,10,0,0,0
WRCSP,1,520,3721,100,0,0,0,0
WRCSP,1,530,3722,100,0,0,0,0
WRCSP,1,540,3723,100,5,0,0,0
WRCSP,1,550,3724,100,0,0,0,0
WRCSP,1,560,3725,100,0,0,0,0
WRCSP,1,570,3726,100,0,0,0,0
WRCSP,1,580,3727,100,0,0,0,0
WRCSP,1,590,3728,100,0,0,0,0
WRCSP,1,600,3729,100,40,0,0,5
WRCSP,1,610,3730,100,5,0,0,5
WRCSP,1,620,3731,100,5,0,0,0
WRCSP,1,630,3732,100,0,0,0,0
WRCSP,1,640,3733,100,60,0,5,20
WRCSP,2,10,3734,100,5,0,70,0
WRCSP,2,20,3735,100,0,0,0,0
WRCSP,2,30,3736,100,0,0,0,0
WRCSP,2,40,3737,100,10,0,60,0
WRCSP,2,50,3738,100,20,0,30,0
WRCSP,2,60,3739,100,10,0,10,0
WRCSP,2,70,3740,100,5,0,5,0
WRCSP,2,80,3741,100,30,0,60,5
WRCSP,2,90,3742,100,10,0,5,0
WRCSP,2,100,3743,100,0,0,0,0
WRCSP,2,110,3744,100,5,0,5,0
WRCSP,2,120,3745,100,10,0,5,0
WRCSP,2,130,3746,100,30,0,5,0
WRCSP,2,140,3747,100,30,0,5,0
WRCSP,2,150,3748,100,0,0,0,0
WRCSP,2,160,3749,100,0,0,0,0
WRCSP,2,170,3750,100,60,0,5,0
WRCSP,2,180,3751,100,50,0,5,0
WRCSP,2,190,3752,100,0,0,20,0
WRCSP,2,200,3753,100,0,0,50,0
WRCSP,2,210,3754,100,0,0,80,0
WRCSP,2,220,3755,100,0,0,100,0
WRCSP,2,230,3756,66.66666667,0,0,90,0
WRCSP,2,240,3757,66.66666667,30,0,5,0
WRCSP,2,250,3758,66.66666667,10,0,0,0
WRCSP,2,260,3759,66.66666667,5,0,20,0
WRCSP,2,270,3760,66.66666667,10,0,5,0
WRCSP,2,280,3761,66.66666667,2.5,0,5,0
WRCSP,2,290,3762,66.66666667,0,0,20,5
WRCSP,2,300,3763,66.66666667,20,0,0,0
WRCSP,2,310,3764,66.66666667,10,0,20,0
WRCSP,2,320,3765,66.66666667,2.5,0,2.5,0
WRCSP,2,330,3766,66.66666667,20,0,40,0
WRCSP,2,340,3767,50,5,0,5,0
WRCSP,2,350,3768,50,30,0,5,2.5
WRCSP,2,360,3769,50,5,0,5,0
WRCSP,2,370,3770,50,0,0,0,0
WRCSP,2,380,3771,50,0,0,0,0
WRCSP,2,390,3772,50,40,0,5,0
WRCSP,2,400,3773,50,10,0,0,0
WRCSP,2,410,3774,66.66666667,0,0,20,10
WRCSP,2,420,3775,66.66666667,10,0,5,10
WRCSP,2,430,3776,66.66666667,5,0,20,5
WRCSP,2,440,3777,66.66666667,10,0,5,5
WRCSP,2,450,3778,66.66666667,5,0,10,5
WRCSP,2,460,3779,100,5,0,0,5
WRCSP,2,470,3780,100,5,0,0,0
WRCSP,2,480,3781,100,10,0,0,0
WRCSP,2,490,3782,100,0,0,0,0
WRCSP,2,500,3783,100,0,0,0,0
WRCSP,2,510,3784,100,0,0,0,0
WRCSP,2,520,3785,100,0,0,0,0
WRCSP,2,530,3786,100,0,0,0,0
WRCSP,2,540,3787,100,0,0,0,0
WRCSP,2,550,3788,100,0,0,0,0
WRCSP,2,560,3789,100,0,0,0,0
WRCSP,2,570,3790,100,0,0,0,0
WRCSP,2,580,3791,100,0,0,0,0
WRCSP,2,590,3792,100,0,0,0,0
WRCSP,2,600,3793,100,0,0,0,0
WRCSP,2,610,3794,100,15,0,0,0
WRCSP,2,620,3795,100,0,0,0,0
WRCSP,2,630,3796,100,0,0,10,5
WRCSP,2,640,3797,100,30,0,30,20
WRCSP,2,650,3798,100,20,0,30,10
WRCSP,2,660,3799,100,20,0,5,5
WRCSP,2,670,3800,100,60,0,0,0
WRCSP,2,680,3801,100,30,0,0,0
WRCSP,2,690,3802,100,0,0,0,0
WRCSP,2,700,3803,100,0,0,0,0
WRCSP,2,710,3804,100,5,0,0,0
WRCSP,2,720,3805,100,10,0,0,5
WRCSP,2,730,3806,100,5,0,10,10
WRCSP,2,740,3807,100,30,0,5,0
WRCSP,2,750,3808,83.33333333,5,0,20,5
WRCSP,2,760,3809,83.33333333,15,0,10,5
WRCSP,2,770,3810,83.33333333,2.5,0,0,0
WRCSP,2,780,3811,100,0,0,0,0
WRCSP,2,790,3812,83.33333333,10,0,0,0
WRCSP,2,800,3813,83.33333333,0,0,0,0
WRCSP,2,810,3814,66.66666667,5,0,5,5
WRCSP,2,820,3815,33.33333333,5,0,5,0
WRCSP,2,830,3816,33.33333333,10,0,0,0
WRCSP,2,840,3817,50,5,0,10,0
WRCSP,2,850,3818,50,0,0,0,0
WRCSP,2,860,3819,50,0,0,0,0
WRCSP,2,870,3820,100,5,0,0,0
WRCSP,2,880,3821,100,5,0,0,0
WRCSP,2,890,3822,100,5,0,5,0
WRCSP,2,900,3823,100,2.5,0,30,2.5
WRCSP,2,910,3824,100,10,0,10,2.5
WRCSP,2,920,3825,100,2.5,0,5,5
WRCSP,2,930,3826,100,0,0,0,0
WRCSP,2,940,3827,100,0,0,0,0
WRCSP,2,950,3828,100,10,0,2.5,0
WRCSP,2,960,3829,100,10,0,10,0
WRCSP,2,970,3830,100,5,0,10,5
WRCSP,2,980,3831,100,5,0,10,5
WRCSP,2,990,3832,100,10,0,5,5
WRCSP,2,1000,3833,100,2.5,0,0,2.5
WRCSP,2,1010,3834,100,5,0,10,0
WRCSP,2,1020,3835,100,60,0,5,5
WRCSP,2,1030,3836,100,10,0,20,5
WRCSP,2,1040,3837,100,20,0,5,2.5
WRCSP,2,1050,3838,100,15,0,10,10
WRCSP,2,1060,3839,100,5,0,0,0
WRCSP,2,1070,3840,100,10,0,0,0
WRCSP,2,1080,3841,100,20,0,0,0
WRCSP,2,1090,3842,100,0,0,0,0
WRCSP,2,1100,3843,100,0,0,0,0
WRCSP,2,1110,3844,100,5,0,0,0
WRCSP,2,1120,3845,100,10,0,0,0
WRCSP,2,1130,3846,100,30,0,0,0
WRCSP,2,1140,3847,100,20,0,2.5,5
WRCSP,2,1150,3848,100,10,0,5,0
WRCSP,2,1160,3849,100,30,0,10,5
WRCSP,2,1170,3850,100,20,0,10,2.5
WRCSP,2,1180,3851,100,5,0,10,2.5
WRCSP,2,1190,3852,100,20,0,10,10
WRCSP,2,1200,3853,100,50,0,30,5
WRCSP,2,1210,3854,100,20,0,20,5
WRCSP,2,1220,3855,100,5,0,5,10
WRCSP,2,1230,3856,100,5,0,0,0
WRCSP,2,1240,3857,100,10,0,0,0
WRCSP,2,1250,3858,100,10,0,0,0
WRCSP,2,1260,3859,100,5,0,0,0
WRCSP,2,1270,3860,100,5,0,0,0
WRCSP,2,1280,3861,100,0,0,0,0
WRCSP,2,1290,3862,100,0,0,0,0
WRCSP,2,1300,3863,100,0,0,0,0
WRCSP,2,1310,3864,100,0,0,0,0
WRCSP,2,1320,3865,100,20,0,0,0
WRCSP,2,1330,3866,100,50,0,5,2.5
WRCSP,2,1340,3867,100,30,0,5,0
WRCSP,2,1350,3868,100,20,0,0,5
WRCSP,2,1360,3869,100,30,0,2.5,2.5
WRCSP,2,1370,3870,100,30,0,0,5
WRCSP,2,1380,3871,100,2.5,0,0,0
WRCSP,2,1390,3872,100,60,0,0,0
WRCSP,2,1400,3873,100,0,0,0,0
WRCSP,2,1410,3874,100,0,0,0,0
WRCSP,2,1420,3875,100,0,0,0,0
WRCSP,2,1430,3876,100,0,0,0,0
WRCSP,2,1440,3877,100,5,0,0,0
WRCSP,2,1450,3878,100,10,0,0,0
WRCSP,2,1460,3879,100,5,0,0,0
WRCSP,2,1470,3880,100,50,0,0,2.5
WRCSP,2,1480,3881,100,5,0,5,0
WRCSP,2,1490,3882,100,0,0,0,0
WRCSP,2,1500,3883,100,40,0,0,0
WRCSP,2,1510,3884,100,5,0,20,10
WRCSP,2,1520,3885,66.66666667,20,0,60,10
WRCSP,2,1530,3886,33.33333333,0,0,80,10
WRCSP,2,1540,3887,16.66666667,0,0,60,10
WRCSP,2,1550,3888,16.66666667,50,0,30,2.5
WRCSP,2,1560,3889,16.66666667,40,0,30,2.5
WRCSP,2,1570,3890,66.66666667,0,0,2.5,0
WRCSP,2,1580,3891,100,0,0,0,0
WRCSP,2,1590,3892,100,0,0,0,0
WRCSP,2,1600,3893,100,0,0,0,0
WRCSP,2,1610,3894,100,0,0,0,0
WRCSP,2,1620,3895,100,20,0,5,2.5
WRCSP,2,1630,3896,100,5,0,0,50
WRCSP,2,1640,3897,50,0,0,2.5,2.5
WRCSP,2,1650,3898,33.33333333,2.5,0,2.5,0
WRCSP,2,1660,3899,16.66666667,2.5,0,20,2.5
WRCSP,2,1670,3900,16.66666667,2.5,0,80,2.5
WRCSP,2,1680,3901,16.66666667,5,0,60,0
WRCSP,2,1690,3902,16.66666667,2.5,0,60,5
WRCSP,2,1700,3903,33.33333333,2.5,0,30,10
WRCSP,2,1710,3904,100,30,0,0,0
WRCSP,2,1720,3905,100,20,0,5,2.5
WRCSP,2,1730,3906,83.33333333,20,0,5,20
WRCSP,2,1740,3907,83.33333333,10,0,50,2.5
WRCSP,2,1750,3908,66.66666667,5,0,30,5
WRCSP,2,1760,3909,33.33333333,20,0,90,5
WRCSP,2,1770,3910,16.66666667,5,0,80,5
WRCSP,2,1780,3911,16.66666667,5,0,100,5
WRCSP,2,1790,3912,16.66666667,5,0,100,2.5
WRCSP,2,1800,3913,33.33333333,10,0,90,0
WRCSP,2,1810,3914,33.33333333,10,0,20,0
WRCSP,2,1820,3915,33.33333333,20,0,20,2.5
WRCSP,2,1830,3916,33.33333333,0,0,10,0
WRCSP,2,1840,3917,33.33333333,0,0,30,5
WRCSP,2,1850,3918,33.33333333,10,0,30,0
WRCSP,2,1860,3919,33.33333333,0,0,10,0
WRCSP,2,1870,3920,33.33333333,10,0,10,5
WRCSP,2,1880,3921,33.33333333,10,0,20,5
WRCSP,2,1890,3922,33.33333333,2.5,0,0,0
WRCSP,2,1900,3923,50,10,0,0,0
WRCSP,2,1910,3924,100,20,0,0,0
WRCSP,2,1920,3925,100,30,0,0,0
WRCSP,2,1930,3926,100,30,0,0,0
WRCSP,2,1940,3927,100,40,0,0,0
WRCSP,2,1950,3928,100,80,0,0,0
WRCSP,2,1960,3929,100,80,0,0,0
WRCSP,2,1970,3930,100,60,0,0,0
WRCSP,2,1980,3931,100,0,0,0,0
WRCSP,2,1990,3932,100,0,0,0,0
WRCSP,2,2000,3933,100,0,0,0,0
WRCSP,2,2010,3934,100,5,0,0,0
WRCSP,2,2020,3935,100,0,0,0,0
WRCSP,2,2030,3936,100,10,0,10,0
WRCSP,2,2040,3937,100,40,0,0,0
WRCSP,3,10,3938,100,2.5,0,0,10
WRCSP,3,20,3939,100,0,0,0,2.5
WRCSP,3,30,3940,100,0,0,0,0
WRCSP,3,40,3941,100,0,0,0,0
WRCSP,3,50,3942,100,0,0,0,0
WRCSP,3,60,3943,100,0,0,0,0
WRCSP,3,70,3944,100,0,0,0,0
WRCSP,3,80,3945,100,0,0,0,0
WRCSP,3,90,3946,100,0,0,0,0
WRCSP,3,100,3947,100,0,0,0,0
WRCSP,3,110,3948,100,0,0,0,0
WRCSP,3,120,3949,100,0,0,0,0
WRCSP,3,130,3950,100,0,0,0,0
WRCSP,3,140,3951,100,0,0,0,0
WRCSP,3,150,3952,100,0,0,0,0
WRCSP,3,160,3953,100,0,0,0,0
WRCSP,3,170,3954,100,0,0,0,0
WRCSP,3,180,3955,100,0,0,0,0
WRCSP,3,190,3956,100,0,0,0,0
WRCSP,3,200,3957,100,0,0,0,0
WRCSP,3,210,3958,100,0,0,0,0
WRCSP,3,220,3959,100,0,0,0,0
WRCSP,3,230,3960,100,0,0,0,0
WRCSP,3,240,3961,100,0,0,0,0
WRCSP,3,250,3962,100,0,0,0,0
WRCSP,3,260,3963,100,0,0,0,0
WRCSP,3,270,3964,100,0,0,0,0
WRCSP,3,280,3965,100,0,0,0,0
WRCSP,3,290,3966,100,0,0,0,0
WRCSP,3,300,3967,100,0,0,0,0
WRCSP,3,310,3968,100,0,0,0,0
WRCSP,3,320,3969,100,0,0,0,0
WRCSP,3,330,3970,100,0,0,0,0
WRCSP,3,340,3971,100,0,0,0,0
WRCSP,3,350,3972,100,40,0,0,0
WRCSP,3,360,3973,100,5,0,0,0
WRCSP,3,370,3974,100,0,0,0,0
WRCSP,3,380,3975,100,0,0,0,0
WRCSP,3,390,3976,100,2.5,0,0,0
WRCSP,3,400,3977,100,60,0,0,0
WRCSP,3,410,3978,100,60,0,0,0
WRCSP,3,420,3979,100,5,0,0,0
WRCSP,3,430,3980,100,10,0,0,0
WRCSP,3,440,3981,100,30,0,0,0
WRCSP,3,450,3982,100,2.5,0,0,0
WRCSP,3,460,3983,100,0,0,0,0
WRCSP,3,470,3984,100,0,0,0,0
WRCSP,3,480,3985,100,0,0,0,0
WRCSP,3,490,3986,100,2.5,0,0,0
WRCSP,3,500,3987,100,5,0,0,0
WRCSP,3,510,3988,100,50,0,0,0
WRCSP,3,520,3989,100,20,0,0,0
WRCSP,3,530,3990,100,20,0,0,0
WRCSP,3,540,3991,100,40,0,0,0
WRCSP,3,550,3992,100,30,0,0,0
WRCSP,3,560,3993,100,20,0,0,0
WRCSP,3,570,3994,100,40,0,0,0
WRCSP,3,580,3995,100,5,0,0,0
WRCSP,3,590,3996,100,0,0,0,0
WRCSP,3,600,3997,100,0,0,0,0
WRCSP,3,610,3998,100,0,0,0,0
WRCSP,3,620,3999,100,0,0,0,0
WRCSP,3,630,4000,100,0,0,0,0
WRCSP,3,640,4001,100,0,0,0,0
WRCSP,3,650,4002,100,0,0,0,0
WRCSP,3,660,4003,100,0,0,0,0
WRCSP,3,670,4004,100,0,0,0,0
WRCSP,3,680,4005,100,0,0,0,0
WRCSP,3,690,4006,100,0,0,0,0
WRCSP,3,700,4007,100,0,0,0,0
WRCSP,3,710,4008,100,0,0,0,0
WRCSP,3,720,4009,100,0,0,0,0
WRCSP,3,730,4010,100,5,0,0,0
WRCSP,3,740,4011,100,5,0,0,0
WRCSP,3,750,4012,100,2.5,0,0,0
WRCSP,3,760,4013,100,10,0,0,0
WRCSP,3,770,4014,100,0,0,0,0
WRCSP,3,780,4015,100,0,0,0,0
WRCSP,3,790,4016,100,0,0,0,0
WRCSP,3,800,4017,100,0,0,0,0
WRCSP,3,810,4018,100,0,0,0,0
WRCSP,3,820,4019,100,0,0,0,0
WRCSP,3,830,4020,100,0,0,0,0
WRCSP,3,840,4021,100,0,0,0,0
WRCSP,3,850,4022,100,0,0,0,0
WRCSP,3,860,4023,100,2.5,0,0,0
WRCSP,3,870,4024,100,40,0,2.5,0
WRCSP,3,880,4025,100,30,0,5,2.5
WRCSP,3,890,4026,100,5,0,10,5
WRCSP,3,900,4027,100,10,0,5,0
WRCSP,3,910,4028,100,0,0,0,0
WRCSP,3,920,4029,100,5,0,0,0
WRCSP,3,930,4030,100,0,0,0,0
WRCSP,3,940,4031,100,0,0,0,0
WRCSP,3,950,4032,100,0,0,0,0
WRCSP,3,960,4033,100,2.5,0,0,0
WRCSP,3,970,4034,100,30,0,0,0
WRCSP,3,980,4035,100,30,0,0,2.5
WRCSP,3,990,4036,100,20,0,0,0
WRCSP,3,1000,4037,100,30,0,0,0
WRCSP,3,1010,4038,100,20,0,0,0
WRCSP,3,1020,4039,100,30,0,2.5,0
WRCSP,3,1030,4040,100,0,0,0,0
WRCSP,3,1040,4041,100,0,0,0,0
WRCSP,3,1050,4042,100,0,0,0,0
WRCSP,3,1060,4043,100,20,0,0,0
WRCSP,3,1070,4044,100,15,5,0,0
WRCSP,3,1080,4045,100,0,2.5,0,0
WRCSP,3,1090,4046,100,5,0,0,0
WRCSP,3,1100,4047,100,50,0,0,0
WRCSP,3,1110,4048,100,70,0,5,0
WRCSP,3,1120,4049,100,2.5,0,90,2.5
WRCSP,3,1130,4050,100,30,0,80,5
WRCSP,3,1140,4051,100,70,0,10,0
WRCSP,3,1150,4052,100,50,0,0,0
WRCSP,3,1160,4053,100,60,0,0,0
WRCSP,3,1170,4054,100,50,0,0,0
WRCSP,3,1180,4055,100,60,0,0,0
WRCSP,3,1190,4056,100,30,0,0,0
WRCSP,3,1200,4057,100,90,0,0,0
WRCSP,3,1210,4058,100,20,0,20,0
WRCSP,3,1220,4059,100,20,0,30,0
WRCSP,3,1230,4060,100,20,0,0,0
WRCSP,3,1240,4061,100,70,0,0,0
WRCSP,3,1250,4062,100,30,0,0,0
WRCSP,3,1260,4063,100,20,0,0,0
WRCSP,3,1270,4064,100,60,0,0,0
WRCSP,3,1280,4065,100,5,0,0,0
WRCSP,3,1290,4066,100,20,0,0,0
WRCSP,3,1300,4067,100,20,0,0,0
WRCSP,3,1310,4068,100,30,0,0,0
